Transaction Amount,Transaction Frequency,Geographic Location,Time of Transaction,Cardholder’s Purchase History,Merchant Category,CNP Transactions,Device Information,Velocity Checks,Failed Authentication Attempts,Card Expiration Date and CVV,International Transactions,Fraudulent
129.31,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
3.93,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
148.33,4,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,Yes,False
24.45,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
233.46,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
0.878,5,Foreign,Unusual,Consistent,High Risk,Yes,Known,High,Multiple,Incorrect,Yes,True
40.51,2,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
10.51,1,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,Yes,False
64.55,1,Local,Usual,Consistent,High Risk,Yes,Known,High,None,Incorrect,No,False
171.49,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
35.41,0,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
16.36,0,Local,Usual,Consistent,High Risk,No,Known,High,None,Correct,No,False
40.09,4,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
168.14,1,Local,Usual,Consistent,High Risk,No,Known,High,None,Correct,No,False
15.13,0,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
25.79,0,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
7.13,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
122.32,0,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
50.29,2,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Incorrect,No,False
37.23,5,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
126.81,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
40.94,1,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
130.11,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
168.85,3,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
4.91,7,Local,Unusual,Consistent,High Risk,Yes,Unknown,High,Multiple,Correct,Yes,True
364.27,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
17.72,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
34.37,2,Foreign,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
19.82,0,Local,Unusual,Inconsistent,Low Risk,No,Known,Normal,None,Correct,No,False
42.39,1,Local,Unusual,Consistent,High Risk,No,Known,High,None,Correct,Yes,False
65.4,1,Local,Usual,Consistent,High Risk,No,Unknown,Normal,None,Correct,No,False
73.85,0,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
192.15,0,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
220.23,1,Local,Unusual,Consistent,Low Risk,No,Known,High,None,Incorrect,No,False
4.972,6,Foreign,Unusual,Inconsistent,High Risk,No,Unknown,Normal,None,Incorrect,Yes,True
97.52,2,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Incorrect,Yes,False
11.82,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
61.43,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
38.91,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
38.05,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,Multiple,Correct,No,False
13.178,6,Foreign,Unusual,Consistent,High Risk,Yes,Unknown,High,None,Correct,Yes,True
130.87,4,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
7.17,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
211.34,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
132.73,1,Foreign,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
19.42,3,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
279.95,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
70.59,4,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
856.1,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
21.97,1,Foreign,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
76.55,4,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
34.28,6,Local,Usual,Inconsistent,Low Risk,No,Known,Normal,None,Correct,No,False
36.27,3,Foreign,Usual,Inconsistent,Low Risk,No,Known,Normal,None,Correct,No,False
89.42,1,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
254.75,2,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Incorrect,No,False
163.61,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
128.71,3,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
81.91,2,Local,Usual,Consistent,Low Risk,Yes,Known,High,Multiple,Correct,No,False
1277.45,1,Local,Unusual,Inconsistent,Low Risk,No,Known,Normal,Multiple,Correct,No,True
67.8,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
207.01,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
179.57,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
24.06,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
147.5,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
1.22,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
38.98,2,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,Yes,False
26.08,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
70.7,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
133.5,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
10.28,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
72.34,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
1393.65,5,Foreign,Unusual,Inconsistent,High Risk,Yes,Unknown,High,Multiple,Correct,No,True
25.96,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
113.05,2,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
89.86,3,Local,Unusual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
1.01,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
64.59,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
123.36,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
4.5,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
211.63,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
73.41,0,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
3.11,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,Yes,False
25.41,0,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
307.21,0,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
87.3,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
11.37,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
33.9,3,Foreign,Usual,Inconsistent,Low Risk,Yes,Unknown,High,None,Correct,No,True
61.01,3,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
2.12,1,Local,Usual,Inconsistent,Low Risk,No,Known,Normal,None,Correct,No,False
53.04,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
67.23,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
27.93,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
88.83,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
139.93,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
26.9,2,Local,Unusual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
96.89,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
102.06,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
296.7,1,Local,Usual,Consistent,High Risk,No,Unknown,Normal,None,Correct,No,False
150.63,1,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
188.61,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
67.42,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
102.5,3,Foreign,Usual,Inconsistent,Low Risk,Yes,Known,High,None,Incorrect,No,True
547.63,3,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
13.85,1,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
63.76,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
7.05,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
287.97,4,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
335.03,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
127.08,2,Local,Usual,Consistent,Low Risk,No,Known,High,Multiple,Correct,No,False
43.08,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
29.35,1,Local,Usual,Inconsistent,High Risk,Yes,Unknown,High,Multiple,Correct,No,True
30.83,0,Foreign,Usual,Consistent,High Risk,No,Unknown,Normal,None,Correct,No,False
13.62,0,Local,Usual,Consistent,High Risk,No,Known,Normal,Multiple,Correct,No,False
14.922,6,Foreign,Unusual,Inconsistent,High Risk,Yes,Unknown,High,Multiple,Correct,Yes,True
3.058,6,Foreign,Unusual,Inconsistent,Low Risk,Yes,Unknown,High,None,Correct,Yes,True
38.09,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
98.54,4,Foreign,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,True
130.03,3,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
2.46,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
56.23,1,Foreign,Usual,Consistent,High Risk,Yes,Known,High,None,Correct,No,False
105.59,2,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
191.9,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
64.5,3,Local,Unusual,Inconsistent,High Risk,Yes,Known,Normal,None,Correct,Yes,True
348.04,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
30.87,6,Foreign,Usual,Inconsistent,High Risk,Yes,Known,High,Multiple,Correct,No,True
0.272,8,Foreign,Unusual,Inconsistent,Low Risk,No,Unknown,Normal,Multiple,Correct,Yes,True
66.12,5,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
29.59,0,Local,Usual,Consistent,High Risk,Yes,Known,High,None,Correct,No,False
173.57,4,Local,Usual,Inconsistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
26.5,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
37.2,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
156.65,0,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
125.58,2,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
81.66,3,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Incorrect,No,False
122.06,4,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,Yes,False
54.24,0,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
0.53,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
1.14,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
71.58,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
8.7,1,Foreign,Unusual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
5.24,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
336.73,3,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
195.9,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
16.49,3,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,Yes,False
0.07,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
284.16,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
32.62,2,Local,Usual,Consistent,High Risk,Yes,Known,High,None,Correct,No,False
20.57,1,Local,Unusual,Inconsistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
117.61,0,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
11.53,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
30.74,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
369.27,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
102.02,1,Foreign,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
73.54,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
50.74,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
148.94,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
15.19,2,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
342.15,2,Foreign,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
197.42,1,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
96.14,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
4.39,1,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,Yes,False
120.68,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
48.902,3,Local,Unusual,Inconsistent,High Risk,Yes,Unknown,Normal,None,Correct,No,True
74.36,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
43.73,2,Local,Usual,Consistent,Low Risk,No,Unknown,High,None,Correct,No,False
12.81,2,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
140.61,2,Local,Usual,Inconsistent,Low Risk,No,Known,Normal,None,Correct,No,False
216.3,5,Foreign,Unusual,Inconsistent,High Risk,Yes,Known,High,Multiple,Correct,No,True
10.56,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
142.29,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
1.72,1,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
341.29,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
95.47,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
80.39,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
35.09,0,Foreign,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
1324.6000000000001,6,Foreign,Unusual,Inconsistent,Low Risk,Yes,Known,Normal,Multiple,Correct,No,True
30.91,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
176.11,3,Local,Usual,Consistent,High Risk,No,Unknown,Normal,None,Correct,No,False
420.7,4,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
152.97,0,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
365.95,8,Foreign,Unusual,Inconsistent,High Risk,Yes,Known,Normal,None,Correct,Yes,True
6.84,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
63.94,2,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
57.67,2,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
22.66,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
55.09,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
8.856,1,Foreign,Usual,Inconsistent,Low Risk,Yes,Unknown,High,None,Correct,Yes,True
17.87,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
58.23,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
30.49,1,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
73.83,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
3.58,3,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
236.69,3,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
169.48,7,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,Multiple,Correct,No,False
80.43,1,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
190.93,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
328.06,1,Local,Unusual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
11.71,4,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
99.65,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
621.16,2,Local,Unusual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
88.274,9,Foreign,Usual,Inconsistent,Low Risk,Yes,Unknown,Normal,None,Correct,Yes,True
92.46,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
13.7,1,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
87.51,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
0.21,3,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
22.18,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
312.64,4,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
40.11,3,Foreign,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
20.344,6,Local,Usual,Consistent,High Risk,Yes,Unknown,Normal,Multiple,Correct,No,True
32.97,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
295.31,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
26.080000000000002,1,Foreign,Unusual,Inconsistent,High Risk,Yes,Known,High,Multiple,Correct,No,True
40.0,3,Local,Usual,Consistent,Low Risk,No,Unknown,High,None,Correct,No,False
156.91,1,Local,Unusual,Inconsistent,Low Risk,Yes,Known,High,Multiple,Correct,Yes,True
57.25,6,Local,Unusual,Inconsistent,Low Risk,Yes,Unknown,Normal,None,Incorrect,Yes,True
49.81,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
25.0,2,Local,Usual,Inconsistent,Low Risk,No,Known,High,None,Correct,No,False
115.11,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
10.81,0,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
50.59,1,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
32.39,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
70.59,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
43.06,5,Foreign,Usual,Inconsistent,High Risk,Yes,Unknown,High,Multiple,Correct,No,True
122.56,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
2.49,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
100.51,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
26.21,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
31.29,1,Foreign,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
161.07,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
311.38,4,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
38.06,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
175.33,0,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
10.98,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
100.51,3,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
139.04,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
16.96,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
55.51,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
223.22,4,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
10.93,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
1.83,3,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
89.3,1,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
57.19,3,Local,Usual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
160.29,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
256.99,1,Local,Usual,Consistent,High Risk,No,Known,High,None,Correct,No,False
35.55,3,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
49.17,2,Local,Usual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
66.61,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
88.71,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
412.61,0,Foreign,Usual,Consistent,Low Risk,No,Unknown,Normal,Multiple,Correct,No,False
119.51,5,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
49.36,2,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,Yes,False
30.62,3,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
289.36,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
14.57,3,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
127.39,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
259.55,3,Local,Unusual,Consistent,High Risk,Yes,Unknown,High,None,Correct,No,False
109.26,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
11.0,1,Foreign,Usual,Inconsistent,High Risk,No,Unknown,Normal,Multiple,Correct,Yes,True
22.19,4,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
45.8,3,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
613.55,6,Foreign,Usual,Inconsistent,High Risk,Yes,Known,High,Multiple,Correct,Yes,True
104.85,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
263.08,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
201.64,1,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
169.36,3,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
242.42,2,Foreign,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
32.34,1,Local,Usual,Consistent,High Risk,Yes,Known,High,None,Correct,No,False
46.13,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
47.79,1,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
82.2,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
110.33,2,Foreign,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
33.79,2,Local,Unusual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,Yes,False
1.97,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
50.95,3,Local,Usual,Consistent,High Risk,No,Unknown,Normal,None,Correct,No,False
36.89,4,Local,Unusual,Inconsistent,High Risk,Yes,Known,Normal,Multiple,Incorrect,Yes,True
285.05,3,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
219.16,7,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
196.83,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
105.84,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
42.2,4,Foreign,Unusual,Inconsistent,High Risk,Yes,Unknown,Normal,Multiple,Correct,Yes,True
79.6,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
168.86,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
10.38,8,Local,Usual,Inconsistent,Low Risk,Yes,Unknown,High,None,Correct,Yes,True
161.48,2,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
4.21,3,Local,Usual,Inconsistent,High Risk,Yes,Unknown,Normal,None,Correct,No,False
169.51,3,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
164.8,1,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
5.24,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
19.732,7,Local,Usual,Consistent,High Risk,Yes,Unknown,Normal,Multiple,Correct,Yes,True
69.81,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
18.61,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
16.06,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
148.39,0,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
83.86,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
407.45,3,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
403.12,1,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
491.54,4,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,Multiple,Correct,No,False
12.63,5,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,Multiple,Correct,No,False
278.48,3,Local,Unusual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
5.61,0,Local,Unusual,Inconsistent,High Risk,Yes,Known,High,None,Correct,No,True
61.29,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
141.64,1,Foreign,Usual,Inconsistent,Low Risk,Yes,Unknown,High,None,Correct,No,True
113.85,7,Local,Usual,Inconsistent,Low Risk,Yes,Known,Normal,Multiple,Correct,Yes,True
83.54,3,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
20.56,4,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
11.06,3,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
12.39,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
44.26,1,Local,Unusual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
